演员,关系,戏院
蒋小峯,演出于,春仙茶园
张宝农,演出于,春仙茶园
小■處,演出于,春仙茶园
满子善,演出于,春仙茶园
马火山,演出于,春仙茶园
方奎官,演出于,春仙茶园
小玉竹,演出于,春仙茶园
小连芬,演出于,春仙茶园
小连芬,演出于,景泰茶园
贯元,演出于,春仙茶园
新到,演出于,春仙茶园
子珍,演出于,春仙茶园
小玉芙,演出于,春仙茶园
长顺,演出于,春仙茶园
小宝珑,演出于,春仙茶园
德逮堂,演出于,春仙茶园
德宝奎,演出于,春仙茶园
张胜圃,演出于,春仙茶园
罗少奎,演出于,春仙茶园
邢雨宁,演出于,春仙茶园
思泽恒,演出于,春仙茶园
德奎,演出于,春仙茶园
宝奎,演出于,春仙茶园
张子元,演出于,春仙茶园
赵大斋,演出于,春仙茶园
薛子貞,演出于,春仙茶园
小山,演出于,春仙茶园
王小安,演出于,春仙茶园
请客串,演出于,春仙茶园
小庆广,演出于,春仙茶园
三宝,演出于,春仙茶园
恩泽恒,演出于,春仙茶园
张宝崖,演出于,春仙茶园
周华亭,演出于,春仙茶园
韦名峰,演出于,春仙茶园
■胜圃,演出于,春仙茶园
光华,演出于,春仙茶园
砳磊,演出于,春仙茶园
金绳,演出于,春仙茶园
宝筏,演出于,春仙茶园
觉岸,演出于,春仙茶园
奎少芳,演出于,春仙茶园
小奎芬,演出于,春仙茶园
芳宝奎,演出于,春仙茶园
迟■华,演出于,春仙茶园
邢雨亭,演出于,春仙茶园
小如,演出于,春仙茶园
■堃甫,演出于,春仙茶园
张菊玉,演出于,春仙茶园
芳德奎,演出于,春仙茶园
德福,演出于,春仙茶园
张云甫,演出于,春仙茶园
杨玉方,演出于,春仙茶园
全班,演出于,春仙茶园
玉竹,演出于,春仙茶园
田甫农,演出于,春仙茶园
河春升,演出于,春仙茶园
喜云,演出于,春仙茶园
喜云,演出于,消闲友会
喜才,演出于,春仙茶园
喜瑞,演出于,春仙茶园
喜庆,演出于,春仙茶园
长■,演出于,春仙茶园
小凤奎,演出于,春仙茶园
富润亭,演出于,春仙茶园
李庆奎,演出于,春仙茶园
黄庆华,演出于,春仙茶园
刁庆豹,演出于,春仙茶园
宋庆和,演出于,春仙茶园
郑庆益,演出于,春仙茶园
邓庆昆,演出于,春仙茶园
庆瑞虎,演出于,春仙茶园
刘庆祥,演出于,春仙茶园
梁庆洪,演出于,春仙茶园
小连红,演出于,春仙茶园
小连升,演出于,春仙茶园
小连升,演出于,景泰茶园
李庆森,演出于,春仙茶园
庆蓬,演出于,春仙茶园
庆永,演出于,春仙茶园
庆森,演出于,春仙茶园
庆洪,演出于,春仙茶园
庆兽,演出于,春仙茶园
庆来,演出于,春仙茶园
史洪芳,演出于,春仙茶园
黑灯,演出于,春仙茶园
小月恒,演出于,春仙茶园
小月恒,演出于,燕舞台
小月恒,演出于,堂会义务戏戏单
董胜奎,演出于,春仙茶园
尚子善,演出于,春仙茶园
马献亭,演出于,春仙茶园
刘九峰,演出于,春仙茶园
余洪升,演出于,春仙茶园
郭兰亭,演出于,春仙茶园
苏焕亭,演出于,春仙茶园
孟薄斋,演出于,春仙茶园
烦演,演出于,春仙茶园
高小连奎,演出于,春仙茶园
小翠英,演出于,春仙茶园
筱■芳,演出于,春仙茶园
贾翠英,演出于,春仙茶园
茹锡久,演出于,春仙茶园
方宝全,演出于,春仙茶园
紫霞童,演出于,春仙茶园
七龄童,演出于,春仙茶园
郭水禄,演出于,春仙茶园
张永元,演出于,春仙茶园
朱俊卿,演出于,春仙茶园
立彦芝,演出于,春仙茶园
白茂增,演出于,春仙茶园
钱玉德,演出于,春仙茶园
小王桂官,演出于,春仙茶园
小王桂花,演出于,春仙茶园
孟蒲斋,演出于,春仙茶园
孟蒲斋,演出于,消闲友会
■真,演出于,春仙茶园
亚方,演出于,春仙茶园
钱春波,演出于,春仙茶园
章春浓,演出于,春仙茶园
郭厚斋,演出于,春仙茶园
郭厚斋,演出于,景泰茶园
夏云峰,演出于,春仙茶园
一声雷,演出于,春仙茶园
十四黑,演出于,春仙茶园
陈奎元,演出于,春仙茶园
小宝成,演出于,春仙茶园
杜荣卿,演出于,春仙茶园
小月鳞,演出于,春仙茶园
金昭红,演出于,春仙茶园
小兰花,演出于,春仙茶园
金玉红,演出于,春仙茶园
金玉红,演出于,德泉戏园
金玉红,演出于,燕喜茶园
金玉红,演出于,燕喜堂
金玉英,演出于,春仙茶园
小连寿,演出于,春仙茶园
小龙雾,演出于,春仙茶园
陆秀云,演出于,春仙茶园
白云芝,演出于,春仙茶园
李荣深,演出于,春仙茶园
杨荣堂,演出于,春仙茶园
宋荣喜,演出于,春仙茶园
朱荣寿,演出于,春仙茶园
陆容福,演出于,春仙茶园
韩容霞,演出于,春仙茶园
于奎官,演出于,春仙茶园
李荣仲,演出于,春仙茶园
美香水,演出于,春仙茶园
杨金凤,演出于,春仙茶园
于容珍,演出于,春仙茶园
朱荣秀,演出于,春仙茶园
吉祥喜,演出于,春仙茶园
白连花,演出于,春仙茶园
粉连花,演出于,春仙茶园
小云霞,演出于,春仙茶园
小云霞,演出于,燕舞台
七盏灯,演出于,春仙茶园
董翠钤,演出于,春仙茶园
苗凤茹,演出于,春仙茶园
小砚芬,演出于,春仙茶园
迟月梅,演出于,春仙茶园
张荣卿,演出于,春仙茶园
马俊峰,演出于,春仙茶园
李贵兰,演出于,春仙茶园
王玉如,演出于,春仙茶园
王金奎,演出于,春仙茶园
九云凤,演出于,春仙茶园
九云凤,演出于,燕喜堂
巨茂臣,演出于,春仙茶园
解茂奎,演出于,春仙茶园
小宴奎,演出于,春仙茶园
小洪寿,演出于,春仙茶园
翠红英,演出于,春仙茶园
黄宝珍,演出于,春仙茶园
黄宝珍,演出于,燕喜堂
白秋笔,演出于,春仙茶园
陈葵仙,演出于,春仙茶园
杨㛲如,演出于,春仙茶园
小春奎,演出于,春仙茶园
富连友,演出于,春仙茶园
富竹友,演出于,春仙茶园
富菊友,演出于,春仙茶园
赵小山,演出于,春仙茶园
双兰英,演出于,春仙茶园
青客串,演出于,春仙茶园
小玉芳,演出于,春仙茶园
小清海,演出于,春仙茶园
安长泰,演出于,春仙茶园
小凤云,演出于,春仙茶园
福连英,演出于,春仙茶园
陈金山,演出于,春仙茶园
陈金山,演出于,歌舞台
张长喜,演出于,春仙茶园
程小亭,演出于,春仙茶园
白铁山,演出于,春仙茶园
吴鹤琴,演出于,春仙茶园
徐振华,演出于,春仙茶园
张永升,演出于,春仙茶园
小风奎,演出于,春仙茶园
庆河,演出于,春仙茶园
徐庆虎,演出于,春仙茶园
李庆芳,演出于,春仙茶园
小连洪,演出于,春仙茶园
任庆永,演出于,春仙茶园
任庆蓬,演出于,春仙茶园
庆和,演出于,春仙茶园
小天红,演出于,春仙茶园
王秀卿,演出于,春仙茶园
石兰防,演出于,春仙茶园
周砚亭,演出于,春仙茶园
张妙香,演出于,春仙茶园
陈喜云,演出于,春仙茶园
小金兰,演出于,春仙茶园
小金兰,演出于,燕喜堂
赵金贵,演出于,春仙茶园
金小翠,演出于,春仙茶园
王金喜,演出于,春仙茶园
王树琴,演出于,春仙茶园
杜桂升,演出于,春仙茶园
■玉喜,演出于,春仙茶园
丁菊仙,演出于,春仙茶园
崑茂亭,演出于,春仙茶园
贾润仙,演出于,春仙茶园
正翠红,演出于,春仙茶园
小慧芬,演出于,第一舞台
李伯涛,演出于,第一舞台
张喜龄,演出于,第一舞台
马玉红,演出于,第一舞台
于桂卿,演出于,第一舞台
赵紫云,演出于,第一舞台
赵紫云,演出于,德泉戏园
赵紫云,演出于,燕喜茶园
赵紫云,演出于,燕喜堂
小宝龙,演出于,第一舞台
谢蓉元,演出于,第一舞台
一斗丑,演出于,第一舞台
小兰芝,演出于,第一舞台
小兰芝,演出于,福寿堂
郝俊卿,演出于,第一舞台
刘少屏,演出于,第一舞台
余小山,演出于,第一舞台
张荣元,演出于,第一舞台
小小香水,演出于,第一舞台
金钢钻,演出于,第一舞台
邹剑佩,演出于,第一舞台
秦月楼,演出于,第一舞台
吴玉龄,演出于,第一舞台
王丽卿,演出于,第一舞台
李春羲,演出于,第一舞台
张连亭,演出于,第一舞台
方宝泉,演出于,第一舞台
杜俊山,演出于,第一舞台
张永禄,演出于,第一舞台
毛庆来,演出于,第一舞台
张福华,演出于,第一舞台
金鹤年,演出于,第一舞台
金鹤年,演出于,新新大戏院
于连仙,演出于,第一舞台
崔凤仙,演出于,第一舞台
郭润卿,演出于,第一舞台
姚玉铃,演出于,第一舞台
吕风仙,演出于,第一舞台
常凤霞,演出于,第一舞台
芙蓉艳,演出于,第一舞台
张素卿,演出于,第一舞台
金秀霞,演出于,第一舞台
金秀霞,演出于,燕舞台
贾桂兰,演出于,第一舞台
贾桂兰,演出于,燕舞台
贾小桥,演出于,第一舞台
王金铎,演出于,第一舞台
王馨兰,演出于,第一舞台
德振华,演出于,第一舞台
李桂珍,演出于,第一舞台
素文,演出于,第一舞台
石桂英,演出于,第一舞台
刘竹青,演出于,第一舞台
姜桂凤,演出于,第一舞台
赵少云,演出于,第一舞台
赵少云,演出于,消闲友会
谢荣元,演出于,第一舞台
李鸿霞,演出于,第一舞台
邱光华,演出于,第一舞台
邱光华,演出于,燕舞台
龚翠兰,演出于,第一舞台
邱光霞,演出于,第一舞台
许荫棠,演出于,第一舞台
许荫棠,演出于,景泰茶园
梅荣垒,演出于,第一舞台
曹二庆,演出于,第一舞台
马福仙,演出于,第一舞台
范福太,演出于,第一舞台
陆幼芬,演出于,第一舞台
小毛包,演出于,第一舞台
刘玉环,演出于,第一舞台
刘玉环,演出于,燕喜堂
王翠喜,演出于,第一舞台
朱云芬,演出于,第一舞台
李凤奎,演出于,第一舞台
李凤奎,演出于,燕喜堂
马云凤,演出于,第一舞台
马桂红,演出于,第一舞台
马俊山,演出于,景泰茶园
李金喜,演出于,景泰茶园
侯耀廷,演出于,景泰茶园
孙金翠,演出于,景泰茶园
吴金仙,演出于,景泰茶园
常荣福,演出于,景泰茶园
于小霞,演出于,景泰茶园
蓋月樵,演出于,景泰茶园
顺天红,演出于,景泰茶园
王少卿,演出于,景泰茶园
小龚卢,演出于,景泰茶园
小龚卢,演出于,燕喜堂
双俊峰,演出于,景泰茶园
小玉兴,演出于,景泰茶园
筱宝羲,演出于,景泰茶园
沈月秋,演出于,景泰茶园
小玉中,演出于,景泰茶园
翠玻璃,演出于,景泰茶园
侯月亭,演出于,景泰茶园
大祥子,演出于,景泰茶园
玉彩,演出于,景泰茶园
杜洪卿,演出于,景泰茶园
小润甫,演出于,景泰茶园
邢少棠,演出于,景泰茶园
德建棠,演出于,景泰茶园
德建棠,演出于,燕舞台
苏（左音右页）秋,演出于,景泰茶园
陈文奎,演出于,景泰茶园
候春兰,演出于,景泰茶园
崇鹤年,演出于,景泰茶园
崇鹤年,演出于,歌舞台
崇鹤年,演出于,吉祥舞台
吴顺倦,演出于,景泰茶园
溥世恒,演出于,景泰茶园
王桂官,演出于,景泰茶园
王桂花,演出于,景泰茶园
尹小峰,演出于,新明剧场
王华甫,演出于,新明剧场
王华甫,演出于,消闲友会
王华甫,演出于,堂会义务戏戏单
西冷居士,演出于,新明剧场
豹隐君,演出于,新明剧场
刘泽泉,演出于,新明剧场
刘泽泉,演出于,消闲友会
王秀雯,演出于,新新大戏院
白家麟,演出于,新新大戏院
金振声,演出于,新新大戏院
张连庭,演出于,新新戏院
奚啸伯,演出于,新新戏院
宗子恒,演出于,歌舞台
广视辰,演出于,歌舞台
筱双喜,演出于,歌舞台
筱双喜,演出于,吉祥舞台
孙佩亭,演出于,歌舞台
王吉林,演出于,歌舞台
梁连拄,演出于,歌舞台
筱福喜,演出于,歌舞台
天明亮,演出于,歌舞台
姜鑫坪,演出于,歌舞台
刘银玉,演出于,歌舞台
常德林,演出于,歌舞台
王玉庆,演出于,歌舞台
吴金林,演出于,歌舞台
王振明,演出于,歌舞台
德玉楼,演出于,歌舞台
王海全,演出于,歌舞台
张大头,演出于,歌舞台
张大头,演出于,燕舞台
白少甫,演出于,歌舞台
王玉昆,演出于,歌舞台
孟三立,演出于,歌舞台
福德启,演出于,歌舞台
张富友,演出于,歌舞台
高月山,演出于,歌舞台
任三春,演出于,歌舞台
长陈太,演出于,歌舞台
刘长有,演出于,歌舞台
永糖翠,演出于,歌舞台
周玉明,演出于,歌舞台
张益源,演出于,歌舞台
张益隆,演出于,歌舞台
张益隆,演出于,国立清华大学学生会工会
任益庭,演出于,歌舞台
王益兴,演出于,歌舞台
孙益喜,演出于,歌舞台
黄益安,演出于,歌舞台
王益正,演出于,歌舞台
陈益祥,演出于,歌舞台
李益胜,演出于,歌舞台
赵益芬,演出于,歌舞台
洪益奎,演出于,歌舞台
安益贵,演出于,歌舞台
刘连湘,演出于,歌舞台
郭凤池,演出于,歌舞台
郭凤池,演出于,国立清华大学学生会工会
全明祥,演出于,歌舞台
张德凤,演出于,歌舞台
张德凤,演出于,国立清华大学学生会工会
小艳芬,演出于,福寿堂
花桂芬,演出于,福寿堂
小双喜,演出于,福寿堂
小双喜,演出于,吉祥舞台
李翠分,演出于,福寿堂
李凤仙,演出于,福寿堂
李翠芬,演出于,福寿堂
花桂宝,演出于,福寿堂
金铜鑚,演出于,福寿堂
李飞英,演出于,福寿堂
李飞英,演出于,燕喜堂
小飞英,演出于,福寿堂
小飞英,演出于,燕喜堂
刘桂红,演出于,魁华舞台
刘桂红,演出于,燕舞台
王月茹,演出于,魁华舞台
艮娃仙,演出于,魁华舞台
金娃仙,演出于,魁华舞台
金娃仙,演出于,燕喜堂
金砚卿,演出于,魁华舞台
桂云凤,演出于,魁华舞台
二玉子,演出于,魁华舞台
荣桂芬,演出于,魁华舞台
荣桂芬,演出于,国立清华大学学生会工会
荣玉芬,演出于,魁华舞台
周砚卿,演出于,魁华舞台
于笑茹,演出于,魁华舞台
袁桂芬,演出于,魁华舞台
袁桂芬,演出于,燕舞台
袁桂芬,演出于,堂会义务戏戏单
桂云红,演出于,魁华舞台
赵素卿,演出于,魁华舞台
黄金凤,演出于,魁华舞台
黄金仙,演出于,魁华舞台
任凤仙,演出于,魁华舞台
任凤仙,演出于,燕舞台
李艮翠,演出于,魁华舞台
卢风仙,演出于,魁华舞台
兹月卿,演出于,魁华舞台
黄砚芬,演出于,魁华舞台
金翠兰,演出于,魁华舞台
蔡金凤,演出于,魁华舞台
蔡金凤,演出于,燕喜堂
小四福,演出于,魁华舞台
小四福,演出于,燕舞台
韩凤楼,演出于,魁华舞台
韩凤楼,演出于,燕舞台
李银翠,演出于,魁华舞台
于金玉,演出于,魁华舞台
小春楼,演出于,魁华舞台
小春楼,演出于,燕喜堂
金贵红,演出于,德泉戏园
王连卿,演出于,德泉戏园
王连卿,演出于,燕喜茶园
王连卿,演出于,燕喜堂
金贵香,演出于,德泉戏园
杨雪樵,演出于,德泉戏园
张惠卿,演出于,德泉戏园
张惠卿,演出于,燕喜茶园
张惠卿,演出于,燕喜堂
杨（左音右页）卿,演出于,德泉戏园
杨（左音右页）卿,演出于,燕喜茶园
杨（左音右页）卿,演出于,燕喜堂
曹秀山,演出于,德泉戏园
周燕亭,演出于,德泉戏园
周燕亭,演出于,燕喜茶园
周燕亭,演出于,燕喜堂
小灵芝,演出于,德泉戏园
小灵芝,演出于,燕喜茶园
小来云,演出于,德泉戏园
金秀卿,演出于,德泉戏园
金秀卿,演出于,燕喜茶园
金秀卿,演出于,燕喜堂
陈秀坡,演出于,德泉戏园
小紫合,演出于,德泉戏园
■得青,演出于,燕喜茶园
月楼,演出于,燕喜茶园
月山,演出于,燕喜茶园
小二虎,演出于,燕喜茶园
小双桂,演出于,燕喜茶园
小德功,演出于,燕喜茶园
筱龙安,演出于,燕喜堂
金覃英,演出于,燕喜堂
筱飞英,演出于,燕喜堂
刘凤英,演出于,燕喜堂
李俊樵,演出于,燕喜堂
金玉仙,演出于,燕喜堂
刘凤仙,演出于,燕喜堂
紫金英,演出于,燕喜堂
曾桂红,演出于,燕喜堂
曾桂荣,演出于,燕喜堂
小龙安,演出于,燕喜堂
刘金芬,演出于,燕喜堂
小兰芸,演出于,燕喜堂
小灵芸,演出于,燕喜堂
全班坤角合演,演出于,燕喜茶园
王连玉,演出于,燕喜茶园
陈秀波,演出于,燕喜茶园
陈秀波,演出于,燕喜堂
朱燕屏,演出于,燕喜茶园
朱燕屏,演出于,燕喜堂
王玉奎,演出于,燕喜茶园
王玉奎,演出于,燕喜堂
邢小亭,演出于,燕喜茶园
邢小亭,演出于,燕喜堂
小五朵,演出于,燕喜茶园
冯月仙,演出于,燕喜茶园
小兰舫,演出于,燕喜堂
张云卿,演出于,燕喜堂
赵金福,演出于,燕喜堂
高玉林,演出于,燕喜堂
金玉卿,演出于,燕喜堂
苏兰舫,演出于,燕喜堂
文玉喜,演出于,燕喜堂
小菊奎,演出于,燕喜堂
黄宝奎,演出于,燕喜堂
贾翠宝,演出于,燕喜堂
张永春,演出于,燕喜堂
刘香如,演出于,燕喜堂
张玉凤,演出于,燕喜堂
鑫荣仙,演出于,燕喜堂
鑫王仙,演出于,燕喜堂
金喜凤,演出于,燕喜堂
金喜林,演出于,燕喜堂
小彩分,演出于,燕喜堂
小彩凤,演出于,燕喜堂
张玉红,演出于,燕喜堂
陶兰亭,演出于,燕喜堂
宝云红,演出于,燕喜堂
黄宝贞,演出于,燕喜堂
如月卿,演出于,燕喜堂
赵荣福,演出于,燕喜堂
王丹秋,演出于,燕喜堂
赵桂荣,演出于,燕喜堂
何翠宝,演出于,燕喜堂
赵燕奎,演出于,燕喜堂
金桂英,演出于,燕喜堂
李云风,演出于,燕喜堂
李云卿,演出于,燕喜堂
董云凤,演出于,燕喜堂
苏彩曼,演出于,燕喜堂
文斌,演出于,燕喜堂
董菊舫,演出于,燕喜堂
小金子,演出于,燕喜堂
小金子,演出于,燕舞台
马桂林,演出于,燕喜堂
刘少亭,演出于,燕喜堂
杨淮卿,演出于,燕喜堂
筱菊奎,演出于,燕喜堂
小春秀,演出于,燕喜堂
小春泰,演出于,燕喜堂
小春凤,演出于,燕喜堂
小春燕,演出于,燕喜堂
小春恒,演出于,燕喜堂
小金■,演出于,燕喜堂
赵束云,演出于,燕喜堂
何翠燕,演出于,燕舞台
小凤英,演出于,燕舞台
杨福奎,演出于,燕舞台
杨凤仙,演出于,燕舞台
贾桂仙,演出于,燕舞台
宋飞燕,演出于,燕舞台
贾桂琴,演出于,燕舞台
周桂兰,演出于,燕舞台
刘少卿,演出于,燕舞台
刘少卿,演出于,堂会义务戏戏单
孙荣霞,演出于,燕舞台
刘云卿,演出于,燕舞台
梁瑞楼,演出于,燕舞台
梁瑞楼,演出于,堂会义务戏戏单
小月凤,演出于,燕舞台
小凤兰,演出于,燕舞台
祁月芳,演出于,燕舞台
小月风,演出于,燕舞台
金连芬,演出于,燕舞台
■春舫,演出于,燕舞台
江兰亭,演出于,燕舞台
江佩亭,演出于,燕舞台
小凤琴,演出于,燕舞台
江兰芳,演出于,燕舞台
金秀龄,演出于,燕舞台
东山仙,演出于,燕舞台
露水花,演出于,燕舞台
露水珠,演出于,燕舞台
刘俊卿,演出于,燕舞台
小云凤,演出于,燕舞台
俊雅伶,演出于,燕舞台
郭景兰,演出于,燕舞台
黄宝福,演出于,燕舞台
钱彩云,演出于,燕舞台
小云仙,演出于,燕舞台
郭景云,演出于,燕舞台
李宝琴,演出于,燕舞台
高芳仙,演出于,燕舞台
高云海,演出于,燕舞台
高凤,演出于,燕舞台
德于芳,演出于,燕舞台
尹顺庚,演出于,燕舞台
梁庆楼,演出于,燕舞台
苏凤彬,演出于,燕舞台
李砚云,演出于,燕舞台
杨占元,演出于,燕舞台
德珍,演出于,燕舞台
屈吉峰,演出于,燕舞台
连子红,演出于,燕舞台
董富森,演出于,燕舞台
杨春楼,演出于,燕舞台
张法兰,演出于,燕舞台
四顺奎,演出于,燕舞台
白莲藕,演出于,燕舞台
马小琴,演出于,燕舞台
马小仙,演出于,燕舞台
安凤卿,演出于,燕舞台
宝灵仙,演出于,燕舞台
小风英,演出于,燕舞台
白旋风,演出于,燕舞台
王银仙,演出于,燕舞台
孙月珠,演出于,燕舞台
韩翠燕,演出于,燕舞台
苏彩云,演出于,燕舞台
金莲芬,演出于,燕舞台
安月卿,演出于,燕舞台
贾桂芬,演出于,燕舞台
朱盛龄,演出于,消闲友会
张庙峰,演出于,消闲友会
浦盛艾,演出于,消闲友会
傅富铭,演出于,消闲友会
孙盛辅,演出于,消闲友会
荣富华,演出于,消闲友会
许盛玉,演出于,消闲友会
吴盛修,演出于,消闲友会
赵盛■,演出于,消闲友会
韩盛岫,演出于,消闲友会
董盛士,演出于,消闲友会
张盛禄,演出于,消闲友会
吴盛珍,演出于,消闲友会
金喜堂,演出于,消闲友会
■岁丑,演出于,消闲友会
陈官芳,演出于,消闲友会
常连坤,演出于,消闲友会
杜富隆,演出于,消闲友会
杜富兴,演出于,消闲友会
■儿观,演出于,消闲友会
李连贞,演出于,消闲友会
张福峰,演出于,消闲友会
关喜林,演出于,消闲友会
王连魁,演出于,消闲友会
高富权,演出于,消闲友会
陈荣惠,演出于,消闲友会
李富斋,演出于,消闲友会
兰连芳,演出于,消闲友会
吴富铭,演出于,消闲友会
赵云香,演出于,消闲友会
许幼田,演出于,消闲友会
迟月连,演出于,消闲友会
郭仲卫,演出于,消闲友会
斌庆全班合演,演出于,消闲友会
白砚秋,演出于,消闲友会
张斌英,演出于,消闲友会
王斌亭,演出于,消闲友会
张斌长,演出于,消闲友会
魏莲芳,演出于,消闲友会
小宝元,演出于,消闲友会
小云升,演出于,消闲友会
黄亶心,演出于,消闲友会
王曼寿,演出于,消闲友会
王恕敏,演出于,消闲友会
李际云,演出于,消闲友会
鲁俊卿,演出于,消闲友会
赵剑禅,演出于,消闲友会
秦假庵,演出于,消闲友会
舒子宽,演出于,消闲友会
松介眉,演出于,消闲友会
顾珏孙,演出于,消闲友会
于芝山,演出于,消闲友会
秦泽生,演出于,消闲友会
篑丹亭,演出于,消闲友会
刘荔荪,演出于,消闲友会
许鹏程,演出于,消闲友会
林钧甫,演出于,消闲友会
董叔平,演出于,消闲友会
傅长才,演出于,消闲友会
姚福才,演出于,消闲友会
丝篁（左舍右官）,演出于,消闲友会
汪寿臣,演出于,消闲友会
张筱山,演出于,消闲友会
于厚斋,演出于,消闲友会
金继贤,演出于,消闲友会
董惠亭,演出于,消闲友会
董伯评,演出于,消闲友会
马镇贤,演出于,消闲友会
徐乐之,演出于,消闲友会
马镇卿,演出于,消闲友会
醉蝉,演出于,消闲友会
周玉亭,演出于,消闲友会
德少谷,演出于,消闲友会
卧云居,演出于,消闲友会
菊隐,演出于,消闲友会
恩禹之,演出于,消闲友会
顾谨盒,演出于,消闲友会
李质轩,演出于,消闲友会
朱盛铃,演出于,消闲友会
胡盛岩,演出于,消闲友会
黄盛习,演出于,消闲友会
李盛德,演出于,消闲友会
刘盛连,演出于,消闲友会
孙盛芳,演出于,消闲友会
樊韬甫,演出于,消闲友会
刘养源,演出于,消闲友会
李盛泉,演出于,消闲友会
大合,演出于,消闲友会
二合,演出于,消闲友会
阿顺,演出于,消闲友会
黄三,演出于,消闲友会
佩秋,演出于,消闲友会
赵仙舫,演出于,消闲友会
桂芳,演出于,消闲友会
茹香,演出于,消闲友会
李五,演出于,消闲友会
连福仙,演出于,消闲友会
慈福胜,演出于,消闲友会
林福岩,演出于,消闲友会
郎少山,演出于,消闲友会
陈福云,演出于,消闲友会
李福祥,演出于,消闲友会
李福久,演出于,消闲友会
满福山,演出于,消闲友会
薛福荣,演出于,消闲友会
钱少香,演出于,消闲友会
徐福奎,演出于,消闲友会
陈福兰,演出于,消闲友会
王三龙,演出于,消闲友会
何兰云,演出于,消闲友会
妙银童,演出于,消闲友会
妙林山,演出于,消闲友会
董福兴,演出于,消闲友会
陈福长,演出于,消闲友会
章福升,演出于,消闲友会
郭福珍,演出于,消闲友会
李福涛,演出于,消闲友会
郝福鸣,演出于,消闲友会
祝荫亭,演出于,消闲友会
吴海泉,演出于,堂会义务戏戏单
姜小香,演出于,堂会义务戏戏单
筱慧舫,演出于,堂会义务戏戏单
韩月楼,演出于,堂会义务戏戏单
玉荣卿,演出于,堂会义务戏戏单
金砚秋,演出于,堂会义务戏戏单
李俊卿,演出于,堂会义务戏戏单
小桂官,演出于,堂会义务戏戏单
金兰英,演出于,堂会义务戏戏单
筱瑞芬,演出于,堂会义务戏戏单
筱桂官,演出于,堂会义务戏戏单
金云芝,演出于,堂会义务戏戏单
桂云芝,演出于,堂会义务戏戏单
艳桂芳,演出于,堂会义务戏戏单
艳桂影,演出于,堂会义务戏戏单
白岐山,演出于,堂会义务戏戏单
石小田,演出于,堂会义务戏戏单
王自绳,演出于,堂会义务戏戏单
乔尽臣,演出于,堂会义务戏戏单
王幼泉,演出于,堂会义务戏戏单
刘荔孙,演出于,堂会义务戏戏单
陈逸仙,演出于,堂会义务戏戏单
杨润甫,演出于,堂会义务戏戏单
宋钟语,演出于,堂会义务戏戏单
马云卿,演出于,堂会义务戏戏单
王瑞芝,演出于,堂会义务戏戏单
潘洛臣,演出于,堂会义务戏戏单
顾赞臣,演出于,堂会义务戏戏单
杨信臣,演出于,堂会义务戏戏单
孙化成,演出于,堂会义务戏戏单
杨兰亭,演出于,堂会义务戏戏单
世哲生,演出于,堂会义务戏戏单
广仲虎,演出于,堂会义务戏戏单
杜云江,演出于,浙江温处助账义务戏
桂云峯,演出于,浙江温处助账义务戏
恩晓峯,演出于,浙江温处助账义务戏
王艳秋,演出于,国立清华大学学生会工会
张兴源,演出于,国立清华大学学生会工会
姚顺堂,演出于,国立清华大学学生会工会
阎菊芬,演出于,国立清华大学学生会工会
井玉奎,演出于,国立清华大学学生会工会
贾保禄,演出于,国立清华大学学生会工会
赵云田,演出于,国立清华大学学生会工会
魏吟甫,演出于,国立清华大学学生会工会
张洪生,演出于,国立清华大学学生会工会
靳云生,演出于,国立清华大学学生会工会
宋彬斋,演出于,国立清华大学学生会工会
张西园,演出于,国立清华大学学生会工会
郭凤蓝,演出于,国立清华大学学生会工会
荣毓芬,演出于,国立清华大学学生会工会
金义臣,演出于,国立清华大学学生会工会
大唐房,演出于,国立清华大学学生会工会
孙何清,演出于,吉祥舞台
隐真,演出于,吉祥舞台
小来喜,演出于,吉祥舞台
